"","date","home_team","away_team","ft_home","fg_home","threes_home","ft_away","fg_away","threes_away"
"330","12/11/2023","Sacramento","Brooklyn",10,23,25,20,28,14
"331","12/11/2023","LA Clippers","Portland",21,36,13,22,24,19
"332","12/12/2023","Dallas","LA Lakers",18,23,21,12,34,15
"333","12/12/2023","Boston","Cleveland",26,20,18,6,25,19
"334","12/12/2023","Chicago","Denver",21,23,13,22,25,14
"335","12/12/2023","Phoenix","Golden State",29,24,14,18,25,16
"336","12/12/2023","LA Clippers","Sacramento",20,33,11,17,26,10
"337","12/13/2023","Washington","New Orleans",19,23,19,26,34,16
"338","12/13/2023","Detroit","Philadelphia",23,29,10,28,34,11
"339","12/13/2023","Toronto","Atlanta",17,32,18,14,30,18
"340","12/13/2023","Miami","Charlotte",18,26,15,10,29,12
"341","12/13/2023","San Antonio","LA Lakers",13,29,16,10,35,14
"342","12/13/2023","Milwaukee","Indiana",37,41,7,25,34,11
"343","12/13/2023","Houston","Memphis",27,27,12,24,25,10
"344","12/13/2023","Utah","New York",15,27,16,22,32,9
"345","12/13/2023","Phoenix","Brooklyn",23,31,9,19,26,15
"346","12/14/2023","Miami","Chicago",27,22,15,20,31,14
"347","12/14/2023","Boston","Cleveland",17,30,13,16,29,11
"348","12/14/2023","Dallas","Minnesota",16,32,7,17,30,14
"349","12/14/2023","Denver","Brooklyn",18,35,12,15,31,8
"350","12/14/2023","Sacramento","Oklahoma City",16,29,18,24,33,11
"351","12/14/2023","Portland","Utah",12,27,16,13,38,11
"352","12/14/2023","LA Clippers","Golden State",26,28,13,17,24,16
"353","12/15/2023","Washington","Indiana",20,39,13,12,33,15
"354","12/15/2023","Philadelphia","Detroit",28,27,14,18,31,4
"355","12/15/2023","Charlotte","New Orleans",16,32,9,27,29,9
"356","12/15/2023","San Antonio","LA Lakers",17,29,18,18,32,11
"357","12/15/2023","Toronto","Atlanta",14,30,10,5,36,16
"358","12/15/2023","Boston","Orlando",14,30,18,13,28,14
"359","12/15/2023","Memphis","Houston",11,26,11,28,21,11
"360","12/15/2023","Phoenix","New York",17,36,11,24,32,17
"361","12/16/2023","Milwaukee","Detroit",27,31,19,22,37,6
"362","12/16/2023","Charlotte","Philadelphia",9,26,7,15,39,14
"363","12/16/2023","Cleveland","Atlanta",13,33,16,22,26,15
"364","12/16/2023","Minnesota","Indiana",13,30,18,13,39,6
"365","12/16/2023","Miami","Chicago",19,30,13,26,21,16
"366","12/16/2023","Golden State","Brooklyn",19,27,17,13,28,17
"367","12/16/2023","Portland","Dallas",19,40,7,19,32,16
"368","12/16/2023","Denver","Oklahoma City",21,30,12,25,36,7
"369","12/16/2023","Sacramento","Utah",11,24,22,16,26,12
"370","12/16/2023","LA Clippers","New York",28,34,16,23,33,11
"371","12/17/2023","Boston","Orlando",7,28,17,18,23,11
"372","12/17/2023","San Antonio","New Orleans",15,25,15,14,33,22
"373","12/17/2023","Milwaukee","Houston",25,32,13,18,34,11
"374","12/17/2023","Phoenix","Washington",23,34,7,16,25,14
"375","12/17/2023","Portland","Golden State",21,27,13,13,33,13
"376","12/18/2023","Philadelphia","Chicago",17,27,11,12,30,12
"377","12/18/2023","Indiana","LA Clippers",17,37,12,20,37,19
"378","12/18/2023","Cleveland","Houston",22,28,19,24,35,12
"379","12/18/2023","Toronto","Charlotte",18,36,8,13,31,8
"380","12/18/2023","Miami","Minnesota",15,30,11,17,31,11
"381","12/18/2023","Atlanta","Detroit",22,30,16,19,39,9
"382","12/18/2023","Oklahoma City","Memphis",21,31,11,18,11,19
"383","12/18/2023","Utah","Brooklyn",21,31,14,14,23,16
"384","12/18/2023","Denver","Dallas",18,35,14,9,28,13
"385","12/18/2023","Sacramento","Washington",20,36,17,25,26,18
"386","12/18/2023","LA Lakers","New York",12,29,13,20,32,10
"387","12/19/2023","New Orleans","Memphis",22,29,11,23,31,10
"388","12/19/2023","Milwaukee","San Antonio",14,32,18,18,37,9
"389","12/19/2023","Portland","Phoenix",17,25,14,15,37,5
"390","12/19/2023","Golden State","Boston",12,30,20,15,30,17
"391","12/20/2023","Philadelphia","Minnesota",29,37,8,20,33,9
"392","12/20/2023","Orlando","Miami",15,32,9,20,25,15
"393","12/20/2023","Indiana","Charlotte",28,31,18,15,37,8
"394","12/20/2023","Cleveland","Utah",11,22,23,23,27,13
"395","12/20/2023","Toronto","Denver",9,34,9,3,37,12
"396","12/20/2023","Brooklyn","New York",13,22,15,20,31,13
"397","12/20/2023","Houston","Atlanta",23,28,16,23,30,17
"398","12/20/2023","Chicago","LA Lakers",10,30,18,12,30,12
"399","12/20/2023","Dallas","LA Clippers",19,25,14,23,32,11
"400","12/20/2023","Sacramento","Boston",12,22,21,20,29,22
"401","12/21/2023","Detroit","Utah",16,34,9,22,32,11
"402","12/21/2023","Cleveland","New Orleans",5,24,17,14,32,15
"403","12/21/2023","Oklahoma City","LA Clippers",16,35,16,10,27,17
"404","12/21/2023","Milwaukee","Orlando",31,27,11,16,37,8
"405","12/21/2023","Memphis","Indiana",14,27,16,9,20,18
"406","12/21/2023","Chicago","San Antonio",9,42,7,11,27,10
"407","12/21/2023","Minnesota","LA Lakers",20,28,14,19,31,10
"408","12/21/2023","Portland","Washington",17,29,14,22,30,12
"409","12/22/2023","Philadelphia","Toronto",19,30,14,24,30,9
"410","12/22/2023","Brooklyn","Denver",18,30,13,21,34,11
"411","12/22/2023","Houston","Dallas",19,35,11,19,28,7
"412","12/22/2023","Miami","Atlanta",25,23,17,10,23,19
"413","12/22/2023","Sacramento","Phoenix",20,32,12,22,34,5
"414","12/22/2023","Golden State","Washington",17,29,18,19,33,11
"415","12/23/2023","New York","Milwaukee",20,32,9,18,32,16
"416","12/23/2023","LA Clippers","Boston",15,30,11,22,24,25
"417","12/23/2023","New Orleans","Houston",20,30,8,27,26,9
"418","12/23/2023","Indiana","Orlando",9,28,15,33,33,6
"419","12/23/2023","Charlotte","Denver",19,26,8,12,27,12
"420","12/23/2023","Toronto","Utah",16,32,13,13,31,17
"421","12/23/2023","Brooklyn","Detroit",26,35,10,22,24,15
"422","12/23/2023","Atlanta","Memphis",16,32,13,14,39,11
"423","12/23/2023","Oklahoma City","LA Lakers",15,33,13,19,31,16
"424","12/23/2023","Chicago","Cleveland",17,27,8,19,27,12
"425","12/23/2023","Golden State","Portland",20,38,10,17,25,13
"426","12/23/2023","Dallas","San Antonio",17,29,23,17,30,14
"427","12/23/2023","Sacramento","Minnesota",16,29,8,12,34,10
"428","12/25/2023","New York","Milwaukee",21,42,8,19,32,13
"429","12/25/2023","Denver","Golden State",26,26,14,20,26,14
"430","12/25/2023","LA Lakers","Boston",16,30,13,21,33,13
"431","12/25/2023","Miami","Philadelphia",27,28,12,16,23,17
"432","12/25/2023","Phoenix","Dallas",20,26,14,22,29,16
"433","12/26/2023","Washington","Orlando",17,27,16,17,37,12
"434","12/26/2023","Detroit","Brooklyn",23,31,9,27,32,9
"435","12/26/2023","San Antonio","Utah",14,28,16,20,31,16
"436","12/26/2023","Oklahoma City","Minnesota",13,31,18,26,22,12
"437","12/26/2023","New Orleans","Memphis",21,32,10,27,28,11
"438","12/26/2023","Houston","Indiana",18,42,5,18,24,19
"439","12/26/2023","Chicago","Atlanta",27,35,7,18,28,13
"440","12/26/2023","Portland","Sacramento",16,33,16,13,35,10
"441","12/26/2023","LA Clippers","Charlotte",19,26,14,12,37,6
"442","12/27/2023","Washington","Toronto",10,34,8,13,37,15
"443","12/27/2023","Orlando","Philadelphia",21,22,9,12,35,10
"444","12/27/2023","Brooklyn","Milwaukee",25,38,7,17,29,23
"445","12/27/2023","Oklahoma City","New York",17,35,14,24,27,14
"446","12/27/2023","Houston","Phoenix",16,23,17,21,33,14
"447","12/27/2023","Dallas","Cleveland",22,29,10,16,23,17
"448","12/28/2023","Boston","Detroit",21,37,11,12,34,14
"449","12/28/2023","New Orleans","Utah",12,35,10,21,24,12
"450","12/28/2023","Minnesota","Dallas",25,21,17,16,26,14
"451","12/28/2023","Chicago","Indiana",17,33,7,15,24,19
"452","12/28/2023","Denver","Memphis",12,35,20,18,24,13
"453","12/28/2023","Portland","San Antonio",24,24,11,26,31,10
"454","12/28/2023","Golden State","Miami",20,29,8,16,34,10
"455","12/28/2023","LA Lakers","Charlotte",14,37,15,17,25,15
"456","12/29/2023","Washington","Brooklyn",3,31,15,17,30,9
"457","12/29/2023","Orlando","New York",30,33,7,26,32,6
"458","12/29/2023","Cleveland","Milwaukee",7,43,6,25,29,12
"459","12/29/2023","Boston","Toronto",17,26,17,13,27,17
"460","12/29/2023","Atlanta","Sacramento",21,22,15,8,29,17
"461","12/29/2023","Houston","Philadelphia",15,35,14,29,33,12
"462","12/29/2023","Phoenix","Charlotte",23,28,18,8,21,23
"463","12/29/2023","Denver","Oklahoma City",11,26,10,15,34,12
"464","12/29/2023","Portland","San Antonio",22,32,16,18,34,14
"465","12/29/2023","LA Clippers","Memphis",20,32,11,17,25,13
"466","12/30/2023","Utah","Miami",20,32,11,32,25,9
"467","12/30/2023","Detroit","Toronto",35,29,12,23,34,12
"468","12/30/2023","Indiana","New York",17,27,23,19,28,17
"469","12/30/2023","Minnesota","LA Lakers",20,26,12,25,30,7
"470","12/30/2023","Chicago","Philadelphia",18,33,7,11,27,9
"471","12/30/2023","Golden State","Dallas",9,28,19,18,33,16
"472","12/31/2023","Washington","Atlanta",17,29,17,24,35,12
"473","12/31/2023","San Antonio","Boston",9,28,12,17,36,15
"474","12/31/2023","Oklahoma City","Brooklyn",16,27,18,20,26,12
"475","12/31/2023","New Orleans","LA Lakers",22,28,17,21,29,10
"476","12/31/2023","Phoenix","Orlando",16,36,8,11,30,12
"477","12/31/2023","Memphis","Sacramento",20,18,12,13,31,16
"478","01/01/2024","New York","Minnesota",22,27,12,23,25,11
"479","01/01/2024","Toronto","Cleveland",29,31,11,23,31,12
"480","01/01/2024","Milwaukee","Indiana",21,31,10,31,38,5
"481","01/01/2024","Houston","Detroit",19,36,15,20,27,13
"482","01/01/2024","Utah","Dallas",17,37,12,5,26,11
"483","01/01/2024","Phoenix","Portland",22,27,11,14,25,8
"484","01/01/2024","Denver","Charlotte",14,26,15,11,26,10
"485","01/01/2024","LA Clippers","Miami",13,33,14,23,24,11
"486","01/02/2024","Philadelphia","Chicago",22,26,12,16,30,7
"487","01/02/2024","Oklahoma City","Boston",13,30,18,24,27,15
"488","01/02/2024","New Orleans","Brooklyn",14,25,16,4,24,11
"489","01/02/2024","Memphis","San Antonio",20,25,12,16,26,10
"490","01/02/2024","Sacramento","Charlotte",10,26,14,15,30,12
"491","01/02/2024","Golden State","Orlando",24,29,13,19,27,14
"492","01/03/2024","Indiana","Milwaukee",28,36,14,24,32,14
"493","01/03/2024","Cleveland","Washington",12,34,20,5,30,12
"494","01/03/2024","Atlanta","Oklahoma City",31,34,14,20,32,18
"495","01/03/2024","Minnesota","New Orleans",22,27,10,15,33,12
"496","01/03/2024","Memphis","Toronto",16,25,15,22,29,12
"497","01/03/2024","Houston","Brooklyn",19,18,19,16,23,13
"498","01/03/2024","Dallas","Portland",29,29,13,16,21,13
"499","01/03/2024","New York","Chicago",9,31,15,13,24,13
"500","01/03/2024","Utah","Detroit",32,37,16,17,37,19
"501","01/03/2024","Phoenix","LA Clippers",23,27,15,29,24,18
"502","01/03/2024","Sacramento","Orlando",21,36,15,22,19,25
"503","01/03/2024","LA Lakers","Miami",22,31,4,12,25,16
"504","01/04/2024","San Antonio","Milwaukee",15,32,14,15,37,12
"505","01/04/2024","Golden State","Denver",14,34,15,25,39,9
"506","01/05/2024","Indiana","Atlanta",11,41,19,26,30,10
"507","01/05/2024","Boston","Utah",31,22,17,23,28,6
"508","01/05/2024","Philadelphia","New York",20,27,6,24,25,18
"509","01/05/2024","Cleveland","Washington",16,25,16,11,26,9
"510","01/05/2024","Brooklyn","Oklahoma City",28,27,14,16,36,9
"511","01/05/2024","New Orleans","LA Clippers",17,21,12,16,25,15
"512","01/05/2024","Houston","Minnesota",11,24,12,16,32,14
"513","01/05/2024","Chicago","Charlotte",14,30,10,9,26,10
"514","01/05/2024","Dallas","Portland",10,39,17,12,26,13
"515","01/05/2024","Phoenix","Miami",11,30,14,19,24,10
"516","01/05/2024","Denver","Orlando",15,39,9,23,24,17
"517","01/05/2024","Sacramento","Toronto",10,31,21,23,34,13
"518","01/05/2024","LA Lakers","Memphis",19,32,10,16,21,23
"519","01/05/2024","Golden State","Detroit",21,22,16,8,31,13
"520","01/06/2024","Washington","New York",12,27,13,21,29,14
"521","01/06/2024","Indiana","Boston",17,30,8,10,30,16
"522","01/06/2024","Philadelphia","Utah",18,35,7,20,38,8
"523","01/06/2024","Houston","Milwaukee",27,23,13,29,26,9
"524","01/07/2024","Cleveland","San Antonio",15,27,16,19,27,14
"525","01/07/2024","Brooklyn","Portland",21,32,14,24,25,20
"526","01/07/2024","Sacramento","New Orleans",9,23,15,14,31,19
"527","01/07/2024","Orlando","Atlanta",14,26,17,17,33,9
"528","01/07/2024","Dallas","Minnesota",14,28,15,13,28,13
"529","01/07/2024","Phoenix","Memphis",15,38,8,18,26,17
"530","01/07/2024","Denver","Detroit",27,37,10,21,33,9
"531","01/07/2024","Golden State","Toronto",14,31,14,8,40,15
"532","01/07/2024","LA Lakers","LA Clippers",11,31,11,17,22,14
"533","01/08/2024","Washington","Oklahoma City",25,29,15,18,38,14
"534","01/08/2024","Indiana","Boston",18,29,19,20,30,17
"535","01/08/2024","Charlotte","Chicago",15,23,17,20,36,9
"536","01/08/2024","Miami","Houston",23,26,15,25,23,14
"537","01/08/2024","Milwaukee","Utah",15,25,17,18,27,20
"538","01/08/2024","LA Clippers","Phoenix",17,38,15,25,28,10
"539","01/09/2024","Orlando","Minnesota",11,21,13,15,31,12
"540","01/09/2024","Detroit","Sacramento",16,26,14,10,41,13
"541","01/09/2024","New York","Portland",20,19,18,12,27,6
"542","01/09/2024","Dallas","Memphis",22,27,9,18,30,14
"543","01/09/2024","LA Lakers","Toronto",28,28,16,8,36,17
"544","01/10/2024","Indiana","Washington",22,33,8,21,31,7
"545","01/10/2024","Detroit","San Antonio",10,34,10,23,40,9
"546","01/10/2024","Charlotte","Sacramento",12,19,16,18,33,13
"547","01/10/2024","Boston","Minnesota",30,20,19,18,30,14
"548","01/10/2024","Miami","Oklahoma City",23,26,15,12,37,14
"549","01/10/2024","Atlanta","Philadelphia",31,36,12,28,34,12
"550","01/10/2024","Chicago","Houston",21,23,19,12,37,11
"551","01/10/2024","Golden State","New Orleans",15,27,12,14,35,19
"552","01/10/2024","Utah","Denver",19,33,13,24,24,13
"553","01/10/2024","LA Clippers","Toronto",13,34,15,16,34,12
"554","01/11/2024","Milwaukee","Boston",13,34,18,25,25,9
"555","01/11/2024","Oklahoma City","Portland",19,39,14,10,17,11
"556","01/11/2024","Dallas","New York",23,27,17,22,30,14
"557","01/11/2024","LA Lakers","Phoenix",16,27,13,21,32,14
"558","01/12/2024","Detroit","Houston",10,32,12,22,33,8
"559","01/12/2024","Atlanta","Indiana",17,29,11,9,42,11
"560","01/12/2024","Philadelphia","Sacramento",17,25,15,21,24,8
"561","01/12/2024","San Antonio","Charlotte",27,27,18,25,22,10
"562","01/12/2024","Minnesota","Portland",17,33,11,23,20,10
"563","01/12/2024","Memphis","LA Clippers",19,23,18,15,34,15
"564","01/12/2024","Chicago","Golden State",13,32,18,22,29,20
"565","01/12/2024","Miami","Orlando",17,29,8,12,24,12
"566","01/12/2024","Utah","Toronto",20,31,21,26,18,17
"567","01/12/2024","Denver","New Orleans",11,36,14,16,29,13
"568","01/13/2024","Boston","Houston",19,27,24,26,33,7
"569","01/13/2024","Atlanta","Washington",24,21,11,21,35,12
"570","01/13/2024","Oklahoma City","Orlando",18,35,8,15,32,7
"571","01/13/2024","Milwaukee","Golden State",14,38,13,9,32,15
"572","01/13/2024","Memphis","New York",13,27,9,13,27,13
"573","01/13/2024","San Antonio","Chicago",20,21,18,15,31,15
"574","01/13/2024","Dallas","New Orleans",19,22,15,28,27,12
"575","01/13/2024","Utah","LA Lakers",36,30,12,20,33,13
"576","01/14/2024","Denver","Indiana",15,36,10,15,35,8
"577","01/14/2024","Miami","Charlotte",13,29,11,11,23,10
"578","01/14/2024","Minnesota","LA Clippers",20,25,13,16,19,17
"579","01/14/2024","Milwaukee","Sacramento",27,28,20,15,38,17
"580","01/14/2024","Portland","Phoenix",16,20,20,22,33,13
"581","01/15/2024","Philadelphia","Houston",29,25,15,19,36,8
"582","01/15/2024","Dallas","New Orleans",29,21,18,31,34,7
"583","01/15/2024","Washington","Detroit",10,25,19,17,38,12
"584","01/15/2024","New York","Orlando",15,20,13,14,30,8
"585","01/15/2024","Atlanta","San Antonio",16,27,13,12,27,11
"586","01/15/2024","Memphis","Golden State",32,12,20,9,34,10
"587","01/15/2024","Cleveland","Chicago",11,19,20,12,26,9
"588","01/15/2024","Toronto","Boston",16,34,4,23,17,16
"589","01/15/2024","Brooklyn","Miami",15,22,12,22,25,8
"590","01/15/2024","Utah","Indiana",31,34,11,20,29,9
"591","01/15/2024","LA Lakers","Oklahoma City",16,36,8,10,25,15
"592","01/16/2024","Philadelphia","Denver",25,28,15,19,33,12
"593","01/16/2024","Phoenix","Sacramento",18,25,17,7,28,18
"594","01/16/2024","LA Clippers","Oklahoma City",14,27,20,17,26,16
"595","01/17/2024","Detroit","Minnesota",13,34,12,15,32,15
"596","01/17/2024","Toronto","Miami",11,25,20,9,35,6
"597","01/17/2024","New York","Houston",18,26,13,16,27,8
"598","01/17/2024","Cleveland","Milwaukee",13,43,12,7,26,12
"599","01/17/2024","Boston","San Antonio",15,24,18,13,32,7
"600","01/17/2024","Atlanta","Orlando",20,31,8,16,29,10
"601","01/17/2024","New Orleans","Charlotte",19,19,25,15,20,19
"602","01/17/2024","LA Lakers","Dallas",17,37,12,15,31,11
"603","01/17/2024","Portland","Brooklyn",12,33,9,18,20,15
"604","01/18/2024","Toronto","Chicago",16,32,10,14,42,6
"605","01/18/2024","New York","Washington",22,26,13,17,31,10
"606","01/18/2024","Utah","Oklahoma City",30,30,13,24,34,14
"607","01/18/2024","Sacramento","Indiana",18,29,15,15,36,13
"608","01/18/2024","Minnesota","Memphis",16,33,12,11,25,14
"609","01/19/2024","Orlando","Philadelphia",25,27,10,27,29,13
"610","01/19/2024","Charlotte","San Antonio",14,31,16,11,32,15
"611","01/19/2024","Boston","Denver",10,24,14,10,34,8
"612","01/19/2024","New Orleans","Phoenix",17,31,10,16,31,15
"613","01/19/2024","Miami","Atlanta",20,26,12,14,25,15
"614","01/19/2024","Portland","Indiana",30,38,4,17,19,20
"615","01/19/2024","LA Lakers","Brooklyn",20,28,12,11,31,19
"616","01/20/2024","Detroit","Milwaukee",26,23,21,35,35,12
"617","01/20/2024","Washington","San Antonio",20,40,9,17,39,12
"618","01/20/2024","Charlotte","Philadelphia",10,26,9,20,31,5
"619","01/20/2024","New York","Toronto",16,34,14,13,27,11
"620","01/20/2024","Atlanta","Cleveland",10,26,11,14,27,16
"621","01/20/2024","Minnesota","Oklahoma City",21,17,14,30,24,8
"622","01/20/2024","Houston","Utah",14,37,13,17,35,13
"623","01/20/2024","Chicago","Memphis",17,33,14,19,19,13
"624","01/21/2024","LA Clippers","Brooklyn",28,29,13,12,30,14
"625","01/21/2024","Washington","Denver",18,31,8,19,35,8
"626","01/21/2024","Orlando","Miami",22,28,9,15,18,12
"627","01/21/2024","Houston","Boston",15,31,10,13,26,17
"628","01/21/2024","Phoenix","Indiana",15,39,8,14,27,14
"629","01/21/2024","LA Lakers","Portland",27,34,13,17,33,9
"630","01/22/2024","Philadelphia","San Antonio",32,43,5,24,30,13
"631","01/22/2024","Orlando","Cleveland",20,23,11,16,25,20
"632","01/22/2024","Detroit","Milwaukee",23,30,10,28,32,10
"633","01/22/2024","Toronto","Memphis",22,27,8,7,31,13
"634","01/22/2024","Minnesota","Charlotte",19,26,18,14,36,14
"635","01/22/2024","Dallas","Boston",10,29,14,22,26,15
"636","01/22/2024","Phoenix","Chicago",13,30,14,9,31,14
"637","01/22/2024","Sacramento","Atlanta",24,31,12,21,22,14
"638","01/23/2024","Indiana","Denver",18,38,5,15,33,11
"639","01/23/2024","Brooklyn","New York",4,27,15,18,30,10
"640","01/23/2024","Oklahoma City","Portland",18,36,7,17,19,18
"641","01/23/2024","New Orleans","Utah",10,37,23,26,31,12
"642","01/23/2024","LA Clippers","LA Lakers",9,38,14,15,34,11
"643","01/24/2024","Washington","Minnesota",23,27,10,25,33,9
"644","01/24/2024","Detroit","Charlotte",12,28,15,15,23,15
"645","01/24/2024","Miami","Memphis",19,22,11,16,19,17
"646","01/24/2024","Milwaukee","Cleveland",25,34,11,11,33,13
"647","01/24/2024","Houston","Portland",19,38,12,22,35,15
"648","01/24/2024","Dallas","Phoenix",10,24,17,16,37,14
"649","01/24/2024","San Antonio","Oklahoma City",19,34,9,14,36,18
"650","01/24/2024","Golden State","Atlanta",16,35,16,20,25,14
"651","01/25/2024","Washington","Utah",15,36,7,10,37,13
"652","01/25/2024","Indiana","Philadelphia",16,41,12,31,35,7
"653","01/25/2024","New York","Denver",17,30,15,11,29,5
"654","01/25/2024","Miami","Boston",10,26,16,19,29,22
"655","01/25/2024","Brooklyn","Minnesota",14,25,10,12,27,10
"656","01/25/2024","Golden State","Sacramento",18,29,19,16,26,22
"657","01/25/2024","LA Lakers","Chicago",15,33,20,26,35,12
"658","01/26/2024","Indiana","Phoenix",9,50,8,16,38,13
